Date,Year,Month Number,Month,Month & Year,Mon & Year
12-Feb-02,2002,2,February,February 2002,Feb 2002
13-Feb-02,2002,2,February,February 2002,Feb 2002
14-Feb-02,2002,2,February,February 2002,Feb 2002
15-Feb-02,2002,2,February,February 2002,Feb 2002
16-Feb-02,2002,2,February,February 2002,Feb 2002
17-Feb-02,2002,2,February,February 2002,Feb 2002
18-Feb-02,2002,2,February,February 2002,Feb 2002
19-Feb-02,2002,2,February,February 2002,Feb 2002
20-Feb-02,2002,2,February,February 2002,Feb 2002
21-Feb-02,2002,2,February,February 2002,Feb 2002
22-Feb-02,2002,2,February,February 2002,Feb 2002
23-Feb-02,2002,2,February,February 2002,Feb 2002
24-Feb-02,2002,2,February,February 2002,Feb 2002
25-Feb-02,2002,2,February,February 2002,Feb 2002
26-Feb-02,2002,2,February,February 2002,Feb 2002
27-Feb-02,2002,2,February,February 2002,Feb 2002
28-Feb-02,2002,2,February,February 2002,Feb 2002
1-Mar-02,2002,3,March,March 2002,Mar 2002
2-Mar-02,2002,3,March,March 2002,Mar 2002
3-Mar-02,2002,3,March,March 2002,Mar 2002
4-Mar-02,2002,3,March,March 2002,Mar 2002
5-Mar-02,2002,3,March,March 2002,Mar 2002
6-Mar-02,2002,3,March,March 2002,Mar 2002
7-Mar-02,2002,3,March,March 2002,Mar 2002
8-Mar-02,2002,3,March,March 2002,Mar 2002
9-Mar-02,2002,3,March,March 2002,Mar 2002
10-Mar-02,2002,3,March,March 2002,Mar 2002
11-Mar-02,2002,3,March,March 2002,Mar 2002
12-Mar-02,2002,3,March,March 2002,Mar 2002
13-Mar-02,2002,3,March,March 2002,Mar 2002
14-Mar-02,2002,3,March,March 2002,Mar 2002
15-Mar-02,2002,3,March,March 2002,Mar 2002
16-Mar-02,2002,3,March,March 2002,Mar 2002
17-Mar-02,2002,3,March,March 2002,Mar 2002
18-Mar-02,2002,3,March,March 2002,Mar 2002
19-Mar-02,2002,3,March,March 2002,Mar 2002
20-Mar-02,2002,3,March,March 2002,Mar 2002
21-Mar-02,2002,3,March,March 2002,Mar 2002
22-Mar-02,2002,3,March,March 2002,Mar 2002
23-Mar-02,2002,3,March,March 2002,Mar 2002
24-Mar-02,2002,3,March,March 2002,Mar 2002
25-Mar-02,2002,3,March,March 2002,Mar 2002
26-Mar-02,2002,3,March,March 2002,Mar 2002
27-Mar-02,2002,3,March,March 2002,Mar 2002
28-Mar-02,2002,3,March,March 2002,Mar 2002
29-Mar-02,2002,3,March,March 2002,Mar 2002
30-Mar-02,2002,3,March,March 2002,Mar 2002
31-Mar-02,2002,3,March,March 2002,Mar 2002
1-Apr-02,2002,4,April,April 2002,Apr 2002
2-Apr-02,2002,4,April,April 2002,Apr 2002
3-Apr-02,2002,4,April,April 2002,Apr 2002
4-Apr-02,2002,4,April,April 2002,Apr 2002
5-Apr-02,2002,4,April,April 2002,Apr 2002
6-Apr-02,2002,4,April,April 2002,Apr 2002
7-Apr-02,2002,4,April,April 2002,Apr 2002
8-Apr-02,2002,4,April,April 2002,Apr 2002
9-Apr-02,2002,4,April,April 2002,Apr 2002
10-Apr-02,2002,4,April,April 2002,Apr 2002
11-Apr-02,2002,4,April,April 2002,Apr 2002
12-Apr-02,2002,4,April,April 2002,Apr 2002
13-Apr-02,2002,4,April,April 2002,Apr 2002
14-Apr-02,2002,4,April,April 2002,Apr 2002
15-Apr-02,2002,4,April,April 2002,Apr 2002
16-Apr-02,2002,4,April,April 2002,Apr 2002
17-Apr-02,2002,4,April,April 2002,Apr 2002
18-Apr-02,2002,4,April,April 2002,Apr 2002
19-Apr-02,2002,4,April,April 2002,Apr 2002
20-Apr-02,2002,4,April,April 2002,Apr 2002
21-Apr-02,2002,4,April,April 2002,Apr 2002
22-Apr-02,2002,4,April,April 2002,Apr 2002
23-Apr-02,2002,4,April,April 2002,Apr 2002
24-Apr-02,2002,4,April,April 2002,Apr 2002
25-Apr-02,2002,4,April,April 2002,Apr 2002
26-Apr-02,2002,4,April,April 2002,Apr 2002
27-Apr-02,2002,4,April,April 2002,Apr 2002
28-Apr-02,2002,4,April,April 2002,Apr 2002
29-Apr-02,2002,4,April,April 2002,Apr 2002
30-Apr-02,2002,4,April,April 2002,Apr 2002
1-May-02,2002,5,May,May 2002,May 2002
2-May-02,2002,5,May,May 2002,May 2002
3-May-02,2002,5,May,May 2002,May 2002
4-May-02,2002,5,May,May 2002,May 2002
5-May-02,2002,5,May,May 2002,May 2002
6-May-02,2002,5,May,May 2002,May 2002
7-May-02,2002,5,May,May 2002,May 2002
8-May-02,2002,5,May,May 2002,May 2002
9-May-02,2002,5,May,May 2002,May 2002
10-May-02,2002,5,May,May 2002,May 2002
11-May-02,2002,5,May,May 2002,May 2002
12-May-02,2002,5,May,May 2002,May 2002
13-May-02,2002,5,May,May 2002,May 2002
14-May-02,2002,5,May,May 2002,May 2002
15-May-02,2002,5,May,May 2002,May 2002
16-May-02,2002,5,May,May 2002,May 2002
17-May-02,2002,5,May,May 2002,May 2002
18-May-02,2002,5,May,May 2002,May 2002
19-May-02,2002,5,May,May 2002,May 2002
20-May-02,2002,5,May,May 2002,May 2002
21-May-02,2002,5,May,May 2002,May 2002
22-May-02,2002,5,May,May 2002,May 2002
23-May-02,2002,5,May,May 2002,May 2002
24-May-02,2002,5,May,May 2002,May 2002
25-May-02,2002,5,May,May 2002,May 2002
26-May-02,2002,5,May,May 2002,May 2002
27-May-02,2002,5,May,May 2002,May 2002
28-May-02,2002,5,May,May 2002,May 2002
29-May-02,2002,5,May,May 2002,May 2002
30-May-02,2002,5,May,May 2002,May 2002
31-May-02,2002,5,May,May 2002,May 2002
1-Jun-02,2002,6,June,June 2002,Jun 2002
2-Jun-02,2002,6,June,June 2002,Jun 2002
3-Jun-02,2002,6,June,June 2002,Jun 2002
4-Jun-02,2002,6,June,June 2002,Jun 2002
5-Jun-02,2002,6,June,June 2002,Jun 2002
6-Jun-02,2002,6,June,June 2002,Jun 2002
7-Jun-02,2002,6,June,June 2002,Jun 2002
8-Jun-02,2002,6,June,June 2002,Jun 2002
9-Jun-02,2002,6,June,June 2002,Jun 2002
10-Jun-02,2002,6,June,June 2002,Jun 2002
11-Jun-02,2002,6,June,June 2002,Jun 2002
12-Jun-02,2002,6,June,June 2002,Jun 2002
13-Jun-02,2002,6,June,June 2002,Jun 2002
14-Jun-02,2002,6,June,June 2002,Jun 2002
15-Jun-02,2002,6,June,June 2002,Jun 2002
16-Jun-02,2002,6,June,June 2002,Jun 2002
17-Jun-02,2002,6,June,June 2002,Jun 2002
18-Jun-02,2002,6,June,June 2002,Jun 2002
19-Jun-02,2002,6,June,June 2002,Jun 2002
20-Jun-02,2002,6,June,June 2002,Jun 2002
21-Jun-02,2002,6,June,June 2002,Jun 2002
22-Jun-02,2002,6,June,June 2002,Jun 2002
23-Jun-02,2002,6,June,June 2002,Jun 2002
24-Jun-02,2002,6,June,June 2002,Jun 2002
25-Jun-02,2002,6,June,June 2002,Jun 2002
26-Jun-02,2002,6,June,June 2002,Jun 2002
27-Jun-02,2002,6,June,June 2002,Jun 2002
28-Jun-02,2002,6,June,June 2002,Jun 2002
29-Jun-02,2002,6,June,June 2002,Jun 2002
30-Jun-02,2002,6,June,June 2002,Jun 2002
1-Jul-02,2002,7,July,July 2002,Jul 2002
2-Jul-02,2002,7,July,July 2002,Jul 2002
3-Jul-02,2002,7,July,July 2002,Jul 2002
4-Jul-02,2002,7,July,July 2002,Jul 2002
5-Jul-02,2002,7,July,July 2002,Jul 2002
6-Jul-02,2002,7,July,July 2002,Jul 2002
7-Jul-02,2002,7,July,July 2002,Jul 2002
8-Jul-02,2002,7,July,July 2002,Jul 2002
9-Jul-02,2002,7,July,July 2002,Jul 2002
10-Jul-02,2002,7,July,July 2002,Jul 2002
11-Jul-02,2002,7,July,July 2002,Jul 2002
12-Jul-02,2002,7,July,July 2002,Jul 2002
13-Jul-02,2002,7,July,July 2002,Jul 2002
14-Jul-02,2002,7,July,July 2002,Jul 2002
15-Jul-02,2002,7,July,July 2002,Jul 2002
16-Jul-02,2002,7,July,July 2002,Jul 2002
17-Jul-02,2002,7,July,July 2002,Jul 2002
18-Jul-02,2002,7,July,July 2002,Jul 2002
19-Jul-02,2002,7,July,July 2002,Jul 2002
20-Jul-02,2002,7,July,July 2002,Jul 2002
21-Jul-02,2002,7,July,July 2002,Jul 2002
22-Jul-02,2002,7,July,July 2002,Jul 2002
23-Jul-02,2002,7,July,July 2002,Jul 2002
24-Jul-02,2002,7,July,July 2002,Jul 2002
25-Jul-02,2002,7,July,July 2002,Jul 2002
26-Jul-02,2002,7,July,July 2002,Jul 2002
27-Jul-02,2002,7,July,July 2002,Jul 2002
28-Jul-02,2002,7,July,July 2002,Jul 2002
29-Jul-02,2002,7,July,July 2002,Jul 2002
30-Jul-02,2002,7,July,July 2002,Jul 2002
31-Jul-02,2002,7,July,July 2002,Jul 2002
1-Aug-02,2002,8,August,August 2002,Aug 2002
2-Aug-02,2002,8,August,August 2002,Aug 2002
3-Aug-02,2002,8,August,August 2002,Aug 2002
4-Aug-02,2002,8,August,August 2002,Aug 2002
5-Aug-02,2002,8,August,August 2002,Aug 2002
6-Aug-02,2002,8,August,August 2002,Aug 2002
7-Aug-02,2002,8,August,August 2002,Aug 2002
8-Aug-02,2002,8,August,August 2002,Aug 2002
9-Aug-02,2002,8,August,August 2002,Aug 2002
10-Aug-02,2002,8,August,August 2002,Aug 2002
11-Aug-02,2002,8,August,August 2002,Aug 2002
12-Aug-02,2002,8,August,August 2002,Aug 2002
13-Aug-02,2002,8,August,August 2002,Aug 2002
14-Aug-02,2002,8,August,August 2002,Aug 2002
15-Aug-02,2002,8,August,August 2002,Aug 2002
16-Aug-02,2002,8,August,August 2002,Aug 2002
17-Aug-02,2002,8,August,August 2002,Aug 2002
18-Aug-02,2002,8,August,August 2002,Aug 2002
19-Aug-02,2002,8,August,August 2002,Aug 2002
20-Aug-02,2002,8,August,August 2002,Aug 2002
21-Aug-02,2002,8,August,August 2002,Aug 2002
22-Aug-02,2002,8,August,August 2002,Aug 2002
23-Aug-02,2002,8,August,August 2002,Aug 2002
24-Aug-02,2002,8,August,August 2002,Aug 2002
25-Aug-02,2002,8,August,August 2002,Aug 2002
26-Aug-02,2002,8,August,August 2002,Aug 2002
27-Aug-02,2002,8,August,August 2002,Aug 2002
28-Aug-02,2002,8,August,August 2002,Aug 2002
29-Aug-02,2002,8,August,August 2002,Aug 2002
30-Aug-02,2002,8,August,August 2002,Aug 2002
31-Aug-02,2002,8,August,August 2002,Aug 2002
1-Sep-02,2002,9,September,September 2002,Sep 2002
2-Sep-02,2002,9,September,September 2002,Sep 2002
3-Sep-02,2002,9,September,September 2002,Sep 2002
4-Sep-02,2002,9,September,September 2002,Sep 2002
5-Sep-02,2002,9,September,September 2002,Sep 2002
6-Sep-02,2002,9,September,September 2002,Sep 2002
7-Sep-02,2002,9,September,September 2002,Sep 2002
8-Sep-02,2002,9,September,September 2002,Sep 2002
9-Sep-02,2002,9,September,September 2002,Sep 2002
10-Sep-02,2002,9,September,September 2002,Sep 2002
11-Sep-02,2002,9,September,September 2002,Sep 2002
12-Sep-02,2002,9,September,September 2002,Sep 2002
13-Sep-02,2002,9,September,September 2002,Sep 2002
14-Sep-02,2002,9,September,September 2002,Sep 2002
15-Sep-02,2002,9,September,September 2002,Sep 2002
16-Sep-02,2002,9,September,September 2002,Sep 2002
17-Sep-02,2002,9,September,September 2002,Sep 2002
18-Sep-02,2002,9,September,September 2002,Sep 2002
19-Sep-02,2002,9,September,September 2002,Sep 2002
20-Sep-02,2002,9,September,September 2002,Sep 2002
21-Sep-02,2002,9,September,September 2002,Sep 2002
22-Sep-02,2002,9,September,September 2002,Sep 2002
23-Sep-02,2002,9,September,September 2002,Sep 2002
24-Sep-02,2002,9,September,September 2002,Sep 2002
25-Sep-02,2002,9,September,September 2002,Sep 2002
26-Sep-02,2002,9,September,September 2002,Sep 2002
27-Sep-02,2002,9,September,September 2002,Sep 2002
28-Sep-02,2002,9,September,September 2002,Sep 2002
29-Sep-02,2002,9,September,September 2002,Sep 2002
30-Sep-02,2002,9,September,September 2002,Sep 2002
1-Oct-02,2002,10,October,October 2002,Oct 2002
2-Oct-02,2002,10,October,October 2002,Oct 2002
3-Oct-02,2002,10,October,October 2002,Oct 2002
4-Oct-02,2002,10,October,October 2002,Oct 2002
5-Oct-02,2002,10,October,October 2002,Oct 2002
6-Oct-02,2002,10,October,October 2002,Oct 2002
7-Oct-02,2002,10,October,October 2002,Oct 2002
8-Oct-02,2002,10,October,October 2002,Oct 2002
9-Oct-02,2002,10,October,October 2002,Oct 2002
10-Oct-02,2002,10,October,October 2002,Oct 2002
11-Oct-02,2002,10,October,October 2002,Oct 2002
12-Oct-02,2002,10,October,October 2002,Oct 2002
13-Oct-02,2002,10,October,October 2002,Oct 2002
14-Oct-02,2002,10,October,October 2002,Oct 2002
15-Oct-02,2002,10,October,October 2002,Oct 2002
16-Oct-02,2002,10,October,October 2002,Oct 2002
17-Oct-02,2002,10,October,October 2002,Oct 2002
18-Oct-02,2002,10,October,October 2002,Oct 2002
19-Oct-02,2002,10,October,October 2002,Oct 2002
20-Oct-02,2002,10,October,October 2002,Oct 2002
21-Oct-02,2002,10,October,October 2002,Oct 2002
22-Oct-02,2002,10,October,October 2002,Oct 2002
23-Oct-02,2002,10,October,October 2002,Oct 2002
24-Oct-02,2002,10,October,October 2002,Oct 2002
25-Oct-02,2002,10,October,October 2002,Oct 2002
26-Oct-02,2002,10,October,October 2002,Oct 2002
27-Oct-02,2002,10,October,October 2002,Oct 2002
28-Oct-02,2002,10,October,October 2002,Oct 2002
29-Oct-02,2002,10,October,October 2002,Oct 2002
30-Oct-02,2002,10,October,October 2002,Oct 2002
31-Oct-02,2002,10,October,October 2002,Oct 2002
1-Nov-02,2002,11,November,November 2002,Nov 2002
2-Nov-02,2002,11,November,November 2002,Nov 2002
3-Nov-02,2002,11,November,November 2002,Nov 2002
4-Nov-02,2002,11,November,November 2002,Nov 2002
5-Nov-02,2002,11,November,November 2002,Nov 2002
6-Nov-02,2002,11,November,November 2002,Nov 2002
7-Nov-02,2002,11,November,November 2002,Nov 2002
8-Nov-02,2002,11,November,November 2002,Nov 2002
9-Nov-02,2002,11,November,November 2002,Nov 2002
10-Nov-02,2002,11,November,November 2002,Nov 2002
11-Nov-02,2002,11,November,November 2002,Nov 2002
12-Nov-02,2002,11,November,November 2002,Nov 2002
13-Nov-02,2002,11,November,November 2002,Nov 2002
14-Nov-02,2002,11,November,November 2002,Nov 2002
15-Nov-02,2002,11,November,November 2002,Nov 2002
16-Nov-02,2002,11,November,November 2002,Nov 2002
17-Nov-02,2002,11,November,November 2002,Nov 2002
18-Nov-02,2002,11,November,November 2002,Nov 2002
19-Nov-02,2002,11,November,November 2002,Nov 2002
20-Nov-02,2002,11,November,November 2002,Nov 2002
21-Nov-02,2002,11,November,November 2002,Nov 2002
22-Nov-02,2002,11,November,November 2002,Nov 2002
23-Nov-02,2002,11,November,November 2002,Nov 2002
24-Nov-02,2002,11,November,November 2002,Nov 2002
25-Nov-02,2002,11,November,November 2002,Nov 2002
26-Nov-02,2002,11,November,November 2002,Nov 2002
27-Nov-02,2002,11,November,November 2002,Nov 2002
28-Nov-02,2002,11,November,November 2002,Nov 2002
29-Nov-02,2002,11,November,November 2002,Nov 2002
30-Nov-02,2002,11,November,November 2002,Nov 2002
1-Dec-02,2002,12,December,December 2002,Dec 2002
2-Dec-02,2002,12,December,December 2002,Dec 2002
3-Dec-02,2002,12,December,December 2002,Dec 2002
4-Dec-02,2002,12,December,December 2002,Dec 2002
5-Dec-02,2002,12,December,December 2002,Dec 2002
6-Dec-02,2002,12,December,December 2002,Dec 2002
7-Dec-02,2002,12,December,December 2002,Dec 2002
8-Dec-02,2002,12,December,December 2002,Dec 2002
9-Dec-02,2002,12,December,December 2002,Dec 2002
10-Dec-02,2002,12,December,December 2002,Dec 2002
11-Dec-02,2002,12,December,December 2002,Dec 2002
12-Dec-02,2002,12,December,December 2002,Dec 2002
13-Dec-02,2002,12,December,December 2002,Dec 2002
14-Dec-02,2002,12,December,December 2002,Dec 2002
15-Dec-02,2002,12,December,December 2002,Dec 2002
16-Dec-02,2002,12,December,December 2002,Dec 2002
17-Dec-02,2002,12,December,December 2002,Dec 2002
18-Dec-02,2002,12,December,December 2002,Dec 2002
19-Dec-02,2002,12,December,December 2002,Dec 2002
20-Dec-02,2002,12,December,December 2002,Dec 2002
21-Dec-02,2002,12,December,December 2002,Dec 2002
22-Dec-02,2002,12,December,December 2002,Dec 2002
23-Dec-02,2002,12,December,December 2002,Dec 2002
24-Dec-02,2002,12,December,December 2002,Dec 2002
25-Dec-02,2002,12,December,December 2002,Dec 2002
26-Dec-02,2002,12,December,December 2002,Dec 2002
27-Dec-02,2002,12,December,December 2002,Dec 2002
28-Dec-02,2002,12,December,December 2002,Dec 2002
29-Dec-02,2002,12,December,December 2002,Dec 2002
30-Dec-02,2002,12,December,December 2002,Dec 2002
31-Dec-02,2002,12,December,December 2002,Dec 2002
1-Jan-03,2003,1,January,January 2003,Jan 2003
2-Jan-03,2003,1,January,January 2003,Jan 2003
3-Jan-03,2003,1,January,January 2003,Jan 2003
4-Jan-03,2003,1,January,January 2003,Jan 2003
5-Jan-03,2003,1,January,January 2003,Jan 2003
6-Jan-03,2003,1,January,January 2003,Jan 2003
7-Jan-03,2003,1,January,January 2003,Jan 2003
8-Jan-03,2003,1,January,January 2003,Jan 2003
9-Jan-03,2003,1,January,January 2003,Jan 2003
10-Jan-03,2003,1,January,January 2003,Jan 2003
11-Jan-03,2003,1,January,January 2003,Jan 2003
12-Jan-03,2003,1,January,January 2003,Jan 2003
13-Jan-03,2003,1,January,January 2003,Jan 2003
14-Jan-03,2003,1,January,January 2003,Jan 2003
15-Jan-03,2003,1,January,January 2003,Jan 2003
16-Jan-03,2003,1,January,January 2003,Jan 2003
17-Jan-03,2003,1,January,January 2003,Jan 2003
18-Jan-03,2003,1,January,January 2003,Jan 2003
19-Jan-03,2003,1,January,January 2003,Jan 2003
20-Jan-03,2003,1,January,January 2003,Jan 2003
21-Jan-03,2003,1,January,January 2003,Jan 2003
22-Jan-03,2003,1,January,January 2003,Jan 2003
23-Jan-03,2003,1,January,January 2003,Jan 2003
24-Jan-03,2003,1,January,January 2003,Jan 2003
25-Jan-03,2003,1,January,January 2003,Jan 2003
26-Jan-03,2003,1,January,January 2003,Jan 2003
27-Jan-03,2003,1,January,January 2003,Jan 2003
28-Jan-03,2003,1,January,January 2003,Jan 2003
29-Jan-03,2003,1,January,January 2003,Jan 2003
30-Jan-03,2003,1,January,January 2003,Jan 2003
31-Jan-03,2003,1,January,January 2003,Jan 2003
1-Feb-03,2003,2,February,February 2003,Feb 2003
2-Feb-03,2003,2,February,February 2003,Feb 2003
3-Feb-03,2003,2,February,February 2003,Feb 2003
4-Feb-03,2003,2,February,February 2003,Feb 2003
5-Feb-03,2003,2,February,February 2003,Feb 2003
6-Feb-03,2003,2,February,February 2003,Feb 2003
7-Feb-03,2003,2,February,February 2003,Feb 2003
8-Feb-03,2003,2,February,February 2003,Feb 2003
9-Feb-03,2003,2,February,February 2003,Feb 2003
10-Feb-03,2003,2,February,February 2003,Feb 2003
11-Feb-03,2003,2,February,February 2003,Feb 2003
12-Feb-03,2003,2,February,February 2003,Feb 2003
13-Feb-03,2003,2,February,February 2003,Feb 2003
14-Feb-03,2003,2,February,February 2003,Feb 2003
15-Feb-03,2003,2,February,February 2003,Feb 2003
16-Feb-03,2003,2,February,February 2003,Feb 2003
17-Feb-03,2003,2,February,February 2003,Feb 2003
18-Feb-03,2003,2,February,February 2003,Feb 2003
19-Feb-03,2003,2,February,February 2003,Feb 2003
20-Feb-03,2003,2,February,February 2003,Feb 2003
21-Feb-03,2003,2,February,February 2003,Feb 2003
22-Feb-03,2003,2,February,February 2003,Feb 2003
23-Feb-03,2003,2,February,February 2003,Feb 2003
24-Feb-03,2003,2,February,February 2003,Feb 2003
25-Feb-03,2003,2,February,February 2003,Feb 2003
26-Feb-03,2003,2,February,February 2003,Feb 2003
27-Feb-03,2003,2,February,February 2003,Feb 2003
28-Feb-03,2003,2,February,February 2003,Feb 2003
1-Mar-03,2003,3,March,March 2003,Mar 2003
2-Mar-03,2003,3,March,March 2003,Mar 2003
3-Mar-03,2003,3,March,March 2003,Mar 2003
4-Mar-03,2003,3,March,March 2003,Mar 2003
5-Mar-03,2003,3,March,March 2003,Mar 2003
6-Mar-03,2003,3,March,March 2003,Mar 2003
7-Mar-03,2003,3,March,March 2003,Mar 2003
8-Mar-03,2003,3,March,March 2003,Mar 2003
9-Mar-03,2003,3,March,March 2003,Mar 2003
10-Mar-03,2003,3,March,March 2003,Mar 2003
11-Mar-03,2003,3,March,March 2003,Mar 2003
12-Mar-03,2003,3,March,March 2003,Mar 2003
13-Mar-03,2003,3,March,March 2003,Mar 2003
14-Mar-03,2003,3,March,March 2003,Mar 2003
15-Mar-03,2003,3,March,March 2003,Mar 2003
16-Mar-03,2003,3,March,March 2003,Mar 2003
17-Mar-03,2003,3,March,March 2003,Mar 2003
18-Mar-03,2003,3,March,March 2003,Mar 2003
19-Mar-03,2003,3,March,March 2003,Mar 2003
20-Mar-03,2003,3,March,March 2003,Mar 2003
21-Mar-03,2003,3,March,March 2003,Mar 2003
22-Mar-03,2003,3,March,March 2003,Mar 2003
23-Mar-03,2003,3,March,March 2003,Mar 2003
24-Mar-03,2003,3,March,March 2003,Mar 2003
25-Mar-03,2003,3,March,March 2003,Mar 2003
26-Mar-03,2003,3,March,March 2003,Mar 2003
27-Mar-03,2003,3,March,March 2003,Mar 2003
28-Mar-03,2003,3,March,March 2003,Mar 2003
29-Mar-03,2003,3,March,March 2003,Mar 2003
30-Mar-03,2003,3,March,March 2003,Mar 2003
31-Mar-03,2003,3,March,March 2003,Mar 2003
1-Apr-03,2003,4,April,April 2003,Apr 2003
2-Apr-03,2003,4,April,April 2003,Apr 2003
3-Apr-03,2003,4,April,April 2003,Apr 2003
4-Apr-03,2003,4,April,April 2003,Apr 2003
5-Apr-03,2003,4,April,April 2003,Apr 2003
6-Apr-03,2003,4,April,April 2003,Apr 2003
7-Apr-03,2003,4,April,April 2003,Apr 2003
8-Apr-03,2003,4,April,April 2003,Apr 2003
9-Apr-03,2003,4,April,April 2003,Apr 2003
10-Apr-03,2003,4,April,April 2003,Apr 2003
11-Apr-03,2003,4,April,April 2003,Apr 2003
12-Apr-03,2003,4,April,April 2003,Apr 2003
13-Apr-03,2003,4,April,April 2003,Apr 2003
14-Apr-03,2003,4,April,April 2003,Apr 2003
15-Apr-03,2003,4,April,April 2003,Apr 2003
16-Apr-03,2003,4,April,April 2003,Apr 2003
17-Apr-03,2003,4,April,April 2003,Apr 2003
18-Apr-03,2003,4,April,April 2003,Apr 2003
19-Apr-03,2003,4,April,April 2003,Apr 2003
20-Apr-03,2003,4,April,April 2003,Apr 2003
21-Apr-03,2003,4,April,April 2003,Apr 2003
22-Apr-03,2003,4,April,April 2003,Apr 2003
23-Apr-03,2003,4,April,April 2003,Apr 2003
24-Apr-03,2003,4,April,April 2003,Apr 2003
25-Apr-03,2003,4,April,April 2003,Apr 2003
26-Apr-03,2003,4,April,April 2003,Apr 2003
27-Apr-03,2003,4,April,April 2003,Apr 2003
28-Apr-03,2003,4,April,April 2003,Apr 2003
29-Apr-03,2003,4,April,April 2003,Apr 2003
30-Apr-03,2003,4,April,April 2003,Apr 2003
1-May-03,2003,5,May,May 2003,May 2003
2-May-03,2003,5,May,May 2003,May 2003
3-May-03,2003,5,May,May 2003,May 2003
4-May-03,2003,5,May,May 2003,May 2003
5-May-03,2003,5,May,May 2003,May 2003
6-May-03,2003,5,May,May 2003,May 2003
7-May-03,2003,5,May,May 2003,May 2003
8-May-03,2003,5,May,May 2003,May 2003
9-May-03,2003,5,May,May 2003,May 2003
10-May-03,2003,5,May,May 2003,May 2003
11-May-03,2003,5,May,May 2003,May 2003
12-May-03,2003,5,May,May 2003,May 2003
13-May-03,2003,5,May,May 2003,May 2003
14-May-03,2003,5,May,May 2003,May 2003
15-May-03,2003,5,May,May 2003,May 2003
16-May-03,2003,5,May,May 2003,May 2003
17-May-03,2003,5,May,May 2003,May 2003
18-May-03,2003,5,May,May 2003,May 2003
19-May-03,2003,5,May,May 2003,May 2003
20-May-03,2003,5,May,May 2003,May 2003
21-May-03,2003,5,May,May 2003,May 2003
22-May-03,2003,5,May,May 2003,May 2003
23-May-03,2003,5,May,May 2003,May 2003
24-May-03,2003,5,May,May 2003,May 2003
25-May-03,2003,5,May,May 2003,May 2003
26-May-03,2003,5,May,May 2003,May 2003
27-May-03,2003,5,May,May 2003,May 2003
28-May-03,2003,5,May,May 2003,May 2003
29-May-03,2003,5,May,May 2003,May 2003
30-May-03,2003,5,May,May 2003,May 2003
31-May-03,2003,5,May,May 2003,May 2003
1-Jun-03,2003,6,June,June 2003,Jun 2003
2-Jun-03,2003,6,June,June 2003,Jun 2003
3-Jun-03,2003,6,June,June 2003,Jun 2003
4-Jun-03,2003,6,June,June 2003,Jun 2003
5-Jun-03,2003,6,June,June 2003,Jun 2003
6-Jun-03,2003,6,June,June 2003,Jun 2003
7-Jun-03,2003,6,June,June 2003,Jun 2003
8-Jun-03,2003,6,June,June 2003,Jun 2003
9-Jun-03,2003,6,June,June 2003,Jun 2003
10-Jun-03,2003,6,June,June 2003,Jun 2003
11-Jun-03,2003,6,June,June 2003,Jun 2003
12-Jun-03,2003,6,June,June 2003,Jun 2003
13-Jun-03,2003,6,June,June 2003,Jun 2003
14-Jun-03,2003,6,June,June 2003,Jun 2003
15-Jun-03,2003,6,June,June 2003,Jun 2003
16-Jun-03,2003,6,June,June 2003,Jun 2003
17-Jun-03,2003,6,June,June 2003,Jun 2003
18-Jun-03,2003,6,June,June 2003,Jun 2003
19-Jun-03,2003,6,June,June 2003,Jun 2003
20-Jun-03,2003,6,June,June 2003,Jun 2003
21-Jun-03,2003,6,June,June 2003,Jun 2003
22-Jun-03,2003,6,June,June 2003,Jun 2003
23-Jun-03,2003,6,June,June 2003,Jun 2003
24-Jun-03,2003,6,June,June 2003,Jun 2003
25-Jun-03,2003,6,June,June 2003,Jun 2003
26-Jun-03,2003,6,June,June 2003,Jun 2003
27-Jun-03,2003,6,June,June 2003,Jun 2003
28-Jun-03,2003,6,June,June 2003,Jun 2003
29-Jun-03,2003,6,June,June 2003,Jun 2003
30-Jun-03,2003,6,June,June 2003,Jun 2003
1-Jul-03,2003,7,July,July 2003,Jul 2003
2-Jul-03,2003,7,July,July 2003,Jul 2003
3-Jul-03,2003,7,July,July 2003,Jul 2003
4-Jul-03,2003,7,July,July 2003,Jul 2003
5-Jul-03,2003,7,July,July 2003,Jul 2003
6-Jul-03,2003,7,July,July 2003,Jul 2003
7-Jul-03,2003,7,July,July 2003,Jul 2003
8-Jul-03,2003,7,July,July 2003,Jul 2003
9-Jul-03,2003,7,July,July 2003,Jul 2003
10-Jul-03,2003,7,July,July 2003,Jul 2003
11-Jul-03,2003,7,July,July 2003,Jul 2003
12-Jul-03,2003,7,July,July 2003,Jul 2003
13-Jul-03,2003,7,July,July 2003,Jul 2003
14-Jul-03,2003,7,July,July 2003,Jul 2003
15-Jul-03,2003,7,July,July 2003,Jul 2003
16-Jul-03,2003,7,July,July 2003,Jul 2003
17-Jul-03,2003,7,July,July 2003,Jul 2003
18-Jul-03,2003,7,July,July 2003,Jul 2003
19-Jul-03,2003,7,July,July 2003,Jul 2003
20-Jul-03,2003,7,July,July 2003,Jul 2003
21-Jul-03,2003,7,July,July 2003,Jul 2003
22-Jul-03,2003,7,July,July 2003,Jul 2003
